product, price , quantity ,sales ,date,region
lapis morsel,$1.99,568,,16-05-2020,south
lapis morsel,$1.99,552,,16-05-2020,east
lapis morsel,$1.99,543,,16-05-2020,west
pink morsel,3,522,1566,17-05-2020,north
pink morsel,3,586,1758,17-05-2020,south
pink morsel,3,556,1668,17-05-2020,east
pink morsel,3,569,1707,17-05-2020,west
gold morsel,$9.99,559,,17-05-2020,north
gold morsel,$9.99,529,,17-05-2020,south
gold morsel,$9.99,553,,17-05-2020,east
gold morsel,$9.99,563,,17-05-2020,west
magenta morsel,$2.50,555,,17-05-2020,north
magenta morsel,$2.50,576,,17-05-2020,south
magenta morsel,$2.50,504,,17-05-2020,east
magenta morsel,$2.50,503,,17-05-2020,west
chartreuse morsel,$3.00,546,,17-05-2020,north
chartreuse morsel,$3.00,507,,17-05-2020,south
chartreuse morsel,$3.00,522,,17-05-2020,east
chartreuse morsel,$3.00,531,,17-05-2020,west
periwinkle morsel,$1.25,517,,17-05-2020,north
periwinkle morsel,$1.25,554,,17-05-2020,south
periwinkle morsel,$1.25,550,,17-05-2020,east
periwinkle morsel,$1.25,549,,17-05-2020,west
vermilion morsel,$4.99,527,,17-05-2020,north
vermilion morsel,$4.99,510,,17-05-2020,south
vermilion morsel,$4.99,560,,17-05-2020,east
vermilion morsel,$4.99,589,,17-05-2020,west
lapis morsel,$1.99,502,,17-05-2020,north
lapis morsel,$1.99,558,,17-05-2020,south
lapis morsel,$1.99,553,,17-05-2020,east
lapis morsel,$1.99,552,,17-05-2020,west
pink morsel,3,546,1638,18-05-2020,north
pink morsel,3,532,1596,18-05-2020,south
pink morsel,3,589,1767,18-05-2020,east
pink morsel,3,561,1683,18-05-2020,west
gold morsel,$9.99,532,,18-05-2020,north
gold morsel,$9.99,533,,18-05-2020,south
gold morsel,$9.99,582,,18-05-2020,east
gold morsel,$9.99,595,,18-05-2020,west
magenta morsel,$2.50,585,,18-05-2020,north
magenta morsel,$2.50,524,,18-05-2020,south
magenta morsel,$2.50,527,,18-05-2020,east
magenta morsel,$2.50,589,,18-05-2020,west
chartreuse morsel,$3.00,568,,18-05-2020,north
chartreuse morsel,$3.00,575,,18-05-2020,south
chartreuse morsel,$3.00,533,,18-05-2020,east
chartreuse morsel,$3.00,558,,18-05-2020,west
periwinkle morsel,$1.25,521,,18-05-2020,north
periwinkle morsel,$1.25,503,,18-05-2020,south
periwinkle morsel,$1.25,561,,18-05-2020,east
periwinkle morsel,$1.25,518,,18-05-2020,west
vermilion morsel,$4.99,521,,18-05-2020,north
vermilion morsel,$4.99,540,,18-05-2020,south
vermilion morsel,$4.99,535,,18-05-2020,east
vermilion morsel,$4.99,505,,18-05-2020,west
lapis morsel,$1.99,553,,18-05-2020,north
lapis morsel,$1.99,596,,18-05-2020,south
lapis morsel,$1.99,502,,18-05-2020,east
lapis morsel,$1.99,581,,18-05-2020,west
pink morsel,3,547,1641,19-05-2020,north
pink morsel,3,571,1713,19-05-2020,south
pink morsel,3,505,1515,19-05-2020,east
pink morsel,3,534,1602,19-05-2020,west
gold morsel,$9.99,585,,19-05-2020,north
gold morsel,$9.99,555,,19-05-2020,south
gold morsel,$9.99,514,,19-05-2020,east
gold morsel,$9.99,572,,19-05-2020,west
magenta morsel,$2.50,533,,19-05-2020,north
magenta morsel,$2.50,536,,19-05-2020,south
magenta morsel,$2.50,571,,19-05-2020,east
magenta morsel,$2.50,520,,19-05-2020,west
chartreuse morsel,$3.00,591,,19-05-2020,north
chartreuse morsel,$3.00,534,,19-05-2020,south
chartreuse morsel,$3.00,591,,19-05-2020,east
chartreuse morsel,$3.00,559,,19-05-2020,west
periwinkle morsel,$1.25,548,,19-05-2020,north
periwinkle morsel,$1.25,562,,19-05-2020,south
periwinkle morsel,$1.25,567,,19-05-2020,east
periwinkle morsel,$1.25,538,,19-05-2020,west
vermilion morsel,$4.99,507,,19-05-2020,north
vermilion morsel,$4.99,500,,19-05-2020,south
vermilion morsel,$4.99,530,,19-05-2020,east
vermilion morsel,$4.99,566,,19-05-2020,west
lapis morsel,$1.99,524,,19-05-2020,north
lapis morsel,$1.99,518,,19-05-2020,south
lapis morsel,$1.99,558,,19-05-2020,east
lapis morsel,$1.99,505,,19-05-2020,west
pink morsel,3,525,1575,20-05-2020,north
pink morsel,3,597,1791,20-05-2020,south
pink morsel,3,515,1545,20-05-2020,east
pink morsel,3,562,1686,20-05-2020,west
gold morsel,$9.99,580,,20-05-2020,north
gold morsel,$9.99,506,,20-05-2020,south
gold morsel,$9.99,566,,20-05-2020,east
gold morsel,$9.99,538,,20-05-2020,west
magenta morsel,$2.50,516,,20-05-2020,north
magenta morsel,$2.50,500,,20-05-2020,south
magenta morsel,$2.50,532,,20-05-2020,east
magenta morsel,$2.50,593,,20-05-2020,west
chartreuse morsel,$3.00,546,,20-05-2020,north
chartreuse morsel,$3.00,544,,20-05-2020,south
chartreuse morsel,$3.00,588,,20-05-2020,east
chartreuse morsel,$3.00,508,,20-05-2020,west
periwinkle morsel,$1.25,508,,20-05-2020,north
periwinkle morsel,$1.25,571,,20-05-2020,south
periwinkle morsel,$1.25,502,,20-05-2020,east
periwinkle morsel,$1.25,509,,20-05-2020,west
vermilion morsel,$4.99,600,,20-05-2020,north
vermilion morsel,$4.99,516,,20-05-2020,south
vermilion morsel,$4.99,561,,20-05-2020,east
vermilion morsel,$4.99,565,,20-05-2020,west
lapis morsel,$1.99,567,,20-05-2020,north
lapis morsel,$1.99,598,,20-05-2020,south
lapis morsel,$1.99,548,,20-05-2020,east
lapis morsel,$1.99,589,,20-05-2020,west
pink morsel,3,529,1587,21-05-2020,north
pink morsel,3,597,1791,21-05-2020,south
pink morsel,3,551,1653,21-05-2020,east
pink morsel,3,557,1671,21-05-2020,west
gold morsel,$9.99,593,,21-05-2020,north
gold morsel,$9.99,584,,21-05-2020,south
gold morsel,$9.99,567,,21-05-2020,east
gold morsel,$9.99,557,,21-05-2020,west
magenta morsel,$2.50,556,,21-05-2020,north
magenta morsel,$2.50,581,,21-05-2020,south
magenta morsel,$2.50,558,,21-05-2020,east
magenta morsel,$2.50,536,,21-05-2020,west
chartreuse morsel,$3.00,561,,21-05-2020,north
chartreuse morsel,$3.00,554,,21-05-2020,south
chartreuse morsel,$3.00,532,,21-05-2020,east
chartreuse morsel,$3.00,519,,21-05-2020,west
periwinkle morsel,$1.25,538,,21-05-2020,north
periwinkle morsel,$1.25,505,,21-05-2020,south
periwinkle morsel,$1.25,546,,21-05-2020,east
periwinkle morsel,$1.25,509,,21-05-2020,west
vermilion morsel,$4.99,506,,21-05-2020,north
vermilion morsel,$4.99,586,,21-05-2020,south
vermilion morsel,$4.99,594,,21-05-2020,east
vermilion morsel,$4.99,559,,21-05-2020,west
lapis morsel,$1.99,515,,21-05-2020,north
lapis morsel,$1.99,590,,21-05-2020,south
lapis morsel,$1.99,581,,21-05-2020,east
lapis morsel,$1.99,550,,21-05-2020,west
pink morsel,3,514,1542,22-05-2020,north
pink morsel,3,562,1686,22-05-2020,south
pink morsel,3,523,1569,22-05-2020,east
pink morsel,3,506,1518,22-05-2020,west
gold morsel,$9.99,530,,22-05-2020,north
gold morsel,$9.99,571,,22-05-2020,south
gold morsel,$9.99,561,,22-05-2020,east
gold morsel,$9.99,501,,22-05-2020,west
magenta morsel,$2.50,564,,22-05-2020,north
magenta morsel,$2.50,520,,22-05-2020,south
magenta morsel,$2.50,574,,22-05-2020,east
magenta morsel,$2.50,589,,22-05-2020,west
chartreuse morsel,$3.00,545,,22-05-2020,north
chartreuse morsel,$3.00,538,,22-05-2020,south
chartreuse morsel,$3.00,570,,22-05-2020,east
chartreuse morsel,$3.00,536,,22-05-2020,west
periwinkle morsel,$1.25,514,,22-05-2020,north
periwinkle morsel,$1.25,542,,22-05-2020,south
periwinkle morsel,$1.25,534,,22-05-2020,east
periwinkle morsel,$1.25,534,,22-05-2020,west
vermilion morsel,$4.99,516,,22-05-2020,north
vermilion morsel,$4.99,577,,22-05-2020,south
vermilion morsel,$4.99,527,,22-05-2020,east
vermilion morsel,$4.99,578,,22-05-2020,west
lapis morsel,$1.99,511,,22-05-2020,north
lapis morsel,$1.99,545,,22-05-2020,south
lapis morsel,$1.99,576,,22-05-2020,east
lapis morsel,$1.99,581,,22-05-2020,west
pink morsel,3,540,1620,23-05-2020,north
pink morsel,3,512,1536,23-05-2020,south
pink morsel,3,571,1713,23-05-2020,east
pink morsel,3,596,1788,23-05-2020,west
gold morsel,$9.99,540,,23-05-2020,north
gold morsel,$9.99,553,,23-05-2020,south
gold morsel,$9.99,505,,23-05-2020,east
gold morsel,$9.99,511,,23-05-2020,west
magenta morsel,$2.50,518,,23-05-2020,north
magenta morsel,$2.50,566,,23-05-2020,south
magenta morsel,$2.50,527,,23-05-2020,east
magenta morsel,$2.50,599,,23-05-2020,west
chartreuse morsel,$3.00,572,,23-05-2020,north
chartreuse morsel,$3.00,556,,23-05-2020,south
chartreuse morsel,$3.00,582,,23-05-2020,east
chartreuse morsel,$3.00,532,,23-05-2020,west
periwinkle morsel,$1.25,545,,23-05-2020,north
periwinkle morsel,$1.25,578,,23-05-2020,south
periwinkle morsel,$1.25,518,,23-05-2020,east
periwinkle morsel,$1.25,600,,23-05-2020,west
vermilion morsel,$4.99,585,,23-05-2020,north
vermilion morsel,$4.99,545,,23-05-2020,south
vermilion morsel,$4.99,501,,23-05-2020,east
vermilion morsel,$4.99,593,,23-05-2020,west
lapis morsel,$1.99,542,,23-05-2020,north
lapis morsel,$1.99,543,,23-05-2020,south
lapis morsel,$1.99,534,,23-05-2020,east
lapis morsel,$1.99,565,,23-05-2020,west
pink morsel,3,591,1773,24-05-2020,north
pink morsel,3,595,1785,24-05-2020,south
pink morsel,3,503,1509,24-05-2020,east
pink morsel,3,571,1713,24-05-2020,west
gold morsel,$9.99,558,,24-05-2020,north
gold morsel,$9.99,595,,24-05-2020,south
gold morsel,$9.99,524,,24-05-2020,east
gold morsel,$9.99,570,,24-05-2020,west
magenta morsel,$2.50,566,,24-05-2020,north
magenta morsel,$2.50,554,,24-05-2020,south
magenta morsel,$2.50,550,,24-05-2020,east
magenta morsel,$2.50,568,,24-05-2020,west
chartreuse morsel,$3.00,592,,24-05-2020,north
chartreuse morsel,$3.00,555,,24-05-2020,south
chartreuse morsel,$3.00,589,,24-05-2020,east
chartreuse morsel,$3.00,579,,24-05-2020,west
periwinkle morsel,$1.25,567,,24-05-2020,north
periwinkle morsel,$1.25,515,,24-05-2020,south
periwinkle morsel,$1.25,557,,24-05-2020,east
periwinkle morsel,$1.25,578,,24-05-2020,west
vermilion morsel,$4.99,573,,24-05-2020,north
vermilion morsel,$4.99,543,,24-05-2020,south
vermilion morsel,$4.99,596,,24-05-2020,east
vermilion morsel,$4.99,592,,24-05-2020,west
lapis morsel,$1.99,538,,24-05-2020,north
lapis morsel,$1.99,508,,24-05-2020,south
lapis morsel,$1.99,549,,24-05-2020,east
lapis morsel,$1.99,522,,24-05-2020,west
pink morsel,3,512,1536,25-05-2020,north
pink morsel,3,568,1704,25-05-2020,south
pink morsel,3,521,1563,25-05-2020,east
pink morsel,3,513,1539,25-05-2020,west
gold morsel,$9.99,556,,25-05-2020,north
gold morsel,$9.99,593,,25-05-2020,south
gold morsel,$9.99,511,,25-05-2020,east
gold morsel,$9.99,600,,25-05-2020,west
magenta morsel,$2.50,528,,25-05-2020,north
magenta morsel,$2.50,510,,25-05-2020,south
magenta morsel,$2.50,591,,25-05-2020,east
magenta morsel,$2.50,515,,25-05-2020,west
chartreuse morsel,$3.00,549,,25-05-2020,north
chartreuse morsel,$3.00,518,,25-05-2020,south
chartreuse morsel,$3.00,510,,25-05-2020,east
chartreuse morsel,$3.00,595,,25-05-2020,west
periwinkle morsel,$1.25,530,,25-05-2020,north
periwinkle morsel,$1.25,501,,25-05-2020,south
periwinkle morsel,$1.25,528,,25-05-2020,east
periwinkle morsel,$1.25,587,,25-05-2020,west
vermilion morsel,$4.99,585,,25-05-2020,north
vermilion morsel,$4.99,508,,25-05-2020,south
vermilion morsel,$4.99,533,,25-05-2020,east
vermilion morsel,$4.99,573,,25-05-2020,west
lapis morsel,$1.99,534,,25-05-2020,north
lapis morsel,$1.99,509,,25-05-2020,south
lapis morsel,$1.99,570,,25-05-2020,east
lapis morsel,$1.99,511,,25-05-2020,west
pink morsel,3,515,1545,26-05-2020,north
pink morsel,3,510,1530,26-05-2020,south
pink morsel,3,586,1758,26-05-2020,east
pink morsel,3,552,1656,26-05-2020,west
gold morsel,$9.99,517,,26-05-2020,north
gold morsel,$9.99,594,,26-05-2020,south
gold morsel,$9.99,525,,26-05-2020,east
gold morsel,$9.99,528,,26-05-2020,west
magenta morsel,$2.50,538,,26-05-2020,north
magenta morsel,$2.50,555,,26-05-2020,south
magenta morsel,$2.50,525,,26-05-2020,east
magenta morsel,$2.50,533,,26-05-2020,west
chartreuse morsel,$3.00,546,,26-05-2020,north
chartreuse morsel,$3.00,556,,26-05-2020,south
chartreuse morsel,$3.00,565,,26-05-2020,east
chartreuse morsel,$3.00,597,,26-05-2020,west
periwinkle morsel,$1.25,582,,26-05-2020,north
periwinkle morsel,$1.25,573,,26-05-2020,south
periwinkle morsel,$1.25,600,,26-05-2020,east
periwinkle morsel,$1.25,561,,26-05-2020,west
vermilion morsel,$4.99,584,,26-05-2020,north
vermilion morsel,$4.99,568,,26-05-2020,south
vermilion morsel,$4.99,575,,26-05-2020,east
vermilion morsel,$4.99,511,,26-05-2020,west
lapis morsel,$1.99,567,,26-05-2020,north
lapis morsel,$1.99,538,,26-05-2020,south
lapis morsel,$1.99,575,,26-05-2020,east
lapis morsel,$1.99,580,,26-05-2020,west
pink morsel,3,521,1563,27-05-2020,north
pink morsel,3,586,1758,27-05-2020,south
pink morsel,3,552,1656,27-05-2020,east
pink morsel,3,569,1707,27-05-2020,west
gold morsel,$9.99,509,,27-05-2020,north
gold morsel,$9.99,528,,27-05-2020,south
gold morsel,$9.99,542,,27-05-2020,east
gold morsel,$9.99,581,,27-05-2020,west
magenta morsel,$2.50,526,,27-05-2020,north
magenta morsel,$2.50,566,,27-05-2020,south
magenta morsel,$2.50,502,,27-05-2020,east
magenta morsel,$2.50,596,,27-05-2020,west
chartreuse morsel,$3.00,569,,27-05-2020,north
chartreuse morsel,$3.00,572,,27-05-2020,south
chartreuse morsel,$3.00,502,,27-05-2020,east
chartreuse morsel,$3.00,545,,27-05-2020,west
periwinkle morsel,$1.25,541,,27-05-2020,north
periwinkle morsel,$1.25,518,,27-05-2020,south
periwinkle morsel,$1.25,546,,27-05-2020,east
periwinkle morsel,$1.25,598,,27-05-2020,west
vermilion morsel,$4.99,563,,27-05-2020,north
vermilion morsel,$4.99,521,,27-05-2020,south
vermilion morsel,$4.99,505,,27-05-2020,east
vermilion morsel,$4.99,531,,27-05-2020,west
lapis morsel,$1.99,514,,27-05-2020,north
lapis morsel,$1.99,570,,27-05-2020,south
lapis morsel,$1.99,598,,27-05-2020,east
lapis morsel,$1.99,527,,27-05-2020,west
pink morsel,3,527,1581,28-05-2020,north
pink morsel,3,523,1569,28-05-2020,south
pink morsel,3,511,1533,28-05-2020,east
pink morsel,3,522,1566,28-05-2020,west
gold morsel,$9.99,501,,28-05-2020,north
gold morsel,$9.99,507,,28-05-2020,south
gold morsel,$9.99,580,,28-05-2020,east
gold morsel,$9.99,562,,28-05-2020,west
magenta morsel,$2.50,515,,28-05-2020,north
magenta morsel,$2.50,530,,28-05-2020,south
magenta morsel,$2.50,504,,28-05-2020,east
magenta morsel,$2.50,501,,28-05-2020,west
chartreuse morsel,$3.00,522,,28-05-2020,north
chartreuse morsel,$3.00,557,,28-05-2020,south
chartreuse morsel,$3.00,505,,28-05-2020,east
chartreuse morsel,$3.00,520,,28-05-2020,west
periwinkle morsel,$1.25,571,,28-05-2020,north
periwinkle morsel,$1.25,586,,28-05-2020,south
periwinkle morsel,$1.25,592,,28-05-2020,east
periwinkle morsel,$1.25,564,,28-05-2020,west
vermilion morsel,$4.99,549,,28-05-2020,north
vermilion morsel,$4.99,554,,28-05-2020,south
vermilion morsel,$4.99,581,,28-05-2020,east
vermilion morsel,$4.99,568,,28-05-2020,west
lapis morsel,$1.99,597,,28-05-2020,north
lapis morsel,$1.99,542,,28-05-2020,south
lapis morsel,$1.99,577,,28-05-2020,east
lapis morsel,$1.99,564,,28-05-2020,west
pink morsel,3,574,1722,29-05-2020,north
pink morsel,3,534,1602,29-05-2020,south
pink morsel,3,566,1698,29-05-2020,east
pink morsel,3,522,1566,29-05-2020,west
gold morsel,$9.99,573,,29-05-2020,north
gold morsel,$9.99,500,,29-05-2020,south
gold morsel,$9.99,593,,29-05-2020,east
gold morsel,$9.99,562,,29-05-2020,west
magenta morsel,$2.50,538,,29-05-2020,north
magenta morsel,$2.50,514,,29-05-2020,south
magenta morsel,$2.50,556,,29-05-2020,east
magenta morsel,$2.50,597,,29-05-2020,west
chartreuse morsel,$3.00,514,,29-05-2020,north
chartreuse morsel,$3.00,549,,29-05-2020,south
chartreuse morsel,$3.00,549,,29-05-2020,east
chartreuse morsel,$3.00,590,,29-05-2020,west
periwinkle morsel,$1.25,507,,29-05-2020,north
periwinkle morsel,$1.25,508,,29-05-2020,south
periwinkle morsel,$1.25,526,,29-05-2020,east
periwinkle morsel,$1.25,560,,29-05-2020,west
vermilion morsel,$4.99,552,,29-05-2020,north
vermilion morsel,$4.99,594,,29-05-2020,south
vermilion morsel,$4.99,563,,29-05-2020,east
vermilion morsel,$4.99,530,,29-05-2020,west
lapis morsel,$1.99,558,,29-05-2020,north
lapis morsel,$1.99,540,,29-05-2020,south
lapis morsel,$1.99,569,,29-05-2020,east
lapis morsel,$1.99,541,,29-05-2020,west
pink morsel,3,533,1599,30-05-2020,north
pink morsel,3,596,1788,30-05-2020,south
pink morsel,3,581,1743,30-05-2020,east
pink morsel,3,549,1647,30-05-2020,west
gold morsel,$9.99,554,,30-05-2020,north
gold morsel,$9.99,573,,30-05-2020,south
gold morsel,$9.99,504,,30-05-2020,east
gold morsel,$9.99,538,,30-05-2020,west
magenta morsel,$2.50,511,,30-05-2020,north
magenta morsel,$2.50,548,,30-05-2020,south
magenta morsel,$2.50,552,,30-05-2020,east
magenta morsel,$2.50,590,,30-05-2020,west
chartreuse morsel,$3.00,589,,30-05-2020,north
chartreuse morsel,$3.00,528,,30-05-2020,south
chartreuse morsel,$3.00,560,,30-05-2020,east
chartreuse morsel,$3.00,511,,30-05-2020,west
periwinkle morsel,$1.25,527,,30-05-2020,north
periwinkle morsel,$1.25,573,,30-05-2020,south
periwinkle morsel,$1.25,551,,30-05-2020,east
periwinkle morsel,$1.25,591,,30-05-2020,west
vermilion morsel,$4.99,582,,30-05-2020,north
vermilion morsel,$4.99,560,,30-05-2020,south
vermilion morsel,$4.99,574,,30-05-2020,east
vermilion morsel,$4.99,545,,30-05-2020,west
lapis morsel,$1.99,564,,30-05-2020,north
lapis morsel,$1.99,581,,30-05-2020,south
lapis morsel,$1.99,563,,30-05-2020,east
lapis morsel,$1.99,525,,30-05-2020,west
pink morsel,3,522,1566,31-05-2020,north
pink morsel,3,536,1608,31-05-2020,south
pink morsel,3,597,1791,31-05-2020,east
pink morsel,3,588,1764,31-05-2020,west
gold morsel,$9.99,558,,31-05-2020,north
gold morsel,$9.99,551,,31-05-2020,south
gold morsel,$9.99,581,,31-05-2020,east
gold morsel,$9.99,561,,31-05-2020,west
magenta morsel,$2.50,560,,31-05-2020,north
magenta morsel,$2.50,526,,31-05-2020,south
magenta morsel,$2.50,571,,31-05-2020,east
magenta morsel,$2.50,574,,31-05-2020,west
chartreuse morsel,$3.00,522,,31-05-2020,north
chartreuse morsel,$3.00,575,,31-05-2020,south
chartreuse morsel,$3.00,572,,31-05-2020,east
chartreuse morsel,$3.00,517,,31-05-2020,west
periwinkle morsel,$1.25,582,,31-05-2020,north
periwinkle morsel,$1.25,581,,31-05-2020,south
periwinkle morsel,$1.25,556,,31-05-2020,east
periwinkle morsel,$1.25,522,,31-05-2020,west
vermilion morsel,$4.99,510,,31-05-2020,north
vermilion morsel,$4.99,524,,31-05-2020,south
vermilion morsel,$4.99,521,,31-05-2020,east
vermilion morsel,$4.99,596,,31-05-2020,west
lapis morsel,$1.99,587,,31-05-2020,north
lapis morsel,$1.99,589,,31-05-2020,south
lapis morsel,$1.99,562,,31-05-2020,east
lapis morsel,$1.99,580,,31-05-2020,west
pink morsel,3,584,1752,01-06-2020,north
pink morsel,3,536,1608,01-06-2020,south
pink morsel,3,518,1554,01-06-2020,east
pink morsel,3,570,1710,01-06-2020,west
gold morsel,$9.99,576,,01-06-2020,north
gold morsel,$9.99,596,,01-06-2020,south
gold morsel,$9.99,558,,01-06-2020,east
gold morsel,$9.99,589,,01-06-2020,west
magenta morsel,$2.50,543,,01-06-2020,north
magenta morsel,$2.50,575,,01-06-2020,south
magenta morsel,$2.50,573,,01-06-2020,east
magenta morsel,$2.50,549,,01-06-2020,west
chartreuse morsel,$3.00,572,,01-06-2020,north
chartreuse morsel,$3.00,592,,01-06-2020,south
chartreuse morsel,$3.00,541,,01-06-2020,east
chartreuse morsel,$3.00,593,,01-06-2020,west
periwinkle morsel,$1.25,541,,01-06-2020,north
periwinkle morsel,$1.25,525,,01-06-2020,south
periwinkle morsel,$1.25,567,,01-06-2020,east
periwinkle morsel,$1.25,583,,01-06-2020,west
vermilion morsel,$4.99,594,,01-06-2020,north
vermilion morsel,$4.99,546,,01-06-2020,south
vermilion morsel,$4.99,586,,01-06-2020,east
vermilion morsel,$4.99,576,,01-06-2020,west
lapis morsel,$1.99,546,,01-06-2020,north
lapis morsel,$1.99,505,,01-06-2020,south
lapis morsel,$1.99,575,,01-06-2020,east
lapis morsel,$1.99,532,,01-06-2020,west
pink morsel,3,559,1677,02-06-2020,north
pink morsel,3,598,1794,02-06-2020,south
pink morsel,3,600,1800,02-06-2020,east
pink morsel,3,589,1767,02-06-2020,west
gold morsel,$9.99,500,,02-06-2020,north
gold morsel,$9.99,530,,02-06-2020,south
gold morsel,$9.99,556,,02-06-2020,east
gold morsel,$9.99,513,,02-06-2020,west
magenta morsel,$2.50,527,,02-06-2020,north
magenta morsel,$2.50,501,,02-06-2020,south
magenta morsel,$2.50,526,,02-06-2020,east
magenta morsel,$2.50,588,,02-06-2020,west
chartreuse morsel,$3.00,555,,02-06-2020,north
chartreuse morsel,$3.00,578,,02-06-2020,south
chartreuse morsel,$3.00,522,,02-06-2020,east
chartreuse morsel,$3.00,541,,02-06-2020,west
periwinkle morsel,$1.25,546,,02-06-2020,north
periwinkle morsel,$1.25,530,,02-06-2020,south
periwinkle morsel,$1.25,537,,02-06-2020,east
periwinkle morsel,$1.25,598,,02-06-2020,west
vermilion morsel,$4.99,575,,02-06-2020,north
vermilion morsel,$4.99,562,,02-06-2020,south
vermilion morsel,$4.99,579,,02-06-2020,east
vermilion morsel,$4.99,530,,02-06-2020,west
lapis morsel,$1.99,572,,02-06-2020,north
lapis morsel,$1.99,576,,02-06-2020,south
lapis morsel,$1.99,532,,02-06-2020,east
lapis morsel,$1.99,540,,02-06-2020,west
pink morsel,3,594,1782,03-06-2020,north
pink morsel,3,528,1584,03-06-2020,south
pink morsel,3,515,1545,03-06-2020,east
pink morsel,3,539,1617,03-06-2020,west
gold morsel,$9.99,574,,03-06-2020,north
gold morsel,$9.99,586,,03-06-2020,south
gold morsel,$9.99,548,,03-06-2020,east
gold morsel,$9.99,548,,03-06-2020,west
magenta morsel,$2.50,521,,03-06-2020,north
magenta morsel,$2.50,511,,03-06-2020,south
magenta morsel,$2.50,538,,03-06-2020,east
magenta morsel,$2.50,559,,03-06-2020,west
chartreuse morsel,$3.00,592,,03-06-2020,north
chartreuse morsel,$3.00,573,,03-06-2020,south
chartreuse morsel,$3.00,574,,03-06-2020,east
chartreuse morsel,$3.00,580,,03-06-2020,west
periwinkle morsel,$1.25,524,,03-06-2020,north
periwinkle morsel,$1.25,576,,03-06-2020,south
periwinkle morsel,$1.25,527,,03-06-2020,east
periwinkle morsel,$1.25,581,,03-06-2020,west
vermilion morsel,$4.99,516,,03-06-2020,north
vermilion morsel,$4.99,558,,03-06-2020,south
vermilion morsel,$4.99,518,,03-06-2020,east
vermilion morsel,$4.99,551,,03-06-2020,west
lapis morsel,$1.99,574,,03-06-2020,north
lapis morsel,$1.99,585,,03-06-2020,south
lapis morsel,$1.99,523,,03-06-2020,east
lapis morsel,$1.99,561,,03-06-2020,west
pink morsel,3,548,1644,04-06-2020,north
pink morsel,3,509,1527,04-06-2020,south
pink morsel,3,569,1707,04-06-2020,east
pink morsel,3,591,1773,04-06-2020,west
gold morsel,$9.99,559,,04-06-2020,north
gold morsel,$9.99,581,,04-06-2020,south
gold morsel,$9.99,539,,04-06-2020,east
gold morsel,$9.99,529,,04-06-2020,west
magenta morsel,$2.50,512,,04-06-2020,north
magenta morsel,$2.50,528,,04-06-2020,south
magenta morsel,$2.50,507,,04-06-2020,east
magenta morsel,$2.50,520,,04-06-2020,west
chartreuse morsel,$3.00,564,,04-06-2020,north
chartreuse morsel,$3.00,590,,04-06-2020,south
chartreuse morsel,$3.00,596,,04-06-2020,east
chartreuse morsel,$3.00,594,,04-06-2020,west
periwinkle morsel,$1.25,584,,04-06-2020,north
periwinkle morsel,$1.25,524,,04-06-2020,south
periwinkle morsel,$1.25,523,,04-06-2020,east
periwinkle morsel,$1.25,565,,04-06-2020,west
vermilion morsel,$4.99,552,,04-06-2020,north
vermilion morsel,$4.99,510,,04-06-2020,south
vermilion morsel,$4.99,581,,04-06-2020,east
vermilion morsel,$4.99,586,,04-06-2020,west
lapis morsel,$1.99,579,,04-06-2020,north
lapis morsel,$1.99,568,,04-06-2020,south
lapis morsel,$1.99,595,,04-06-2020,east
lapis morsel,$1.99,594,,04-06-2020,west
pink morsel,3,529,1587,05-06-2020,north
pink morsel,3,544,1632,05-06-2020,south
pink morsel,3,523,1569,05-06-2020,east
pink morsel,3,522,1566,05-06-2020,west
gold morsel,$9.99,506,,05-06-2020,north
gold morsel,$9.99,571,,05-06-2020,south
gold morsel,$9.99,577,,05-06-2020,east
gold morsel,$9.99,504,,05-06-2020,west
magenta morsel,$2.50,600,,05-06-2020,north
magenta morsel,$2.50,538,,05-06-2020,south
magenta morsel,$2.50,573,,05-06-2020,east
magenta morsel,$2.50,573,,05-06-2020,west
chartreuse morsel,$3.00,566,,05-06-2020,north
chartreuse morsel,$3.00,588,,05-06-2020,south
chartreuse morsel,$3.00,519,,05-06-2020,east
chartreuse morsel,$3.00,532,,05-06-2020,west
periwinkle morsel,$1.25,543,,05-06-2020,north
periwinkle morsel,$1.25,536,,05-06-2020,south
periwinkle morsel,$1.25,535,,05-06-2020,east
periwinkle morsel,$1.25,546,,05-06-2020,west
vermilion morsel,$4.99,515,,05-06-2020,north
vermilion morsel,$4.99,599,,05-06-2020,south
vermilion morsel,$4.99,561,,05-06-2020,east
vermilion morsel,$4.99,532,,05-06-2020,west
lapis morsel,$1.99,504,,05-06-2020,north
lapis morsel,$1.99,517,,05-06-2020,south
lapis morsel,$1.99,594,,05-06-2020,east
lapis morsel,$1.99,589,,05-06-2020,west
pink morsel,3,561,1683,06-06-2020,north
pink morsel,3,563,1689,06-06-2020,south
pink morsel,3,568,1704,06-06-2020,east
pink morsel,3,583,1749,06-06-2020,west
gold morsel,$9.99,600,,06-06-2020,north
gold morsel,$9.99,543,,06-06-2020,south
gold morsel,$9.99,503,,06-06-2020,east
gold morsel,$9.99,516,,06-06-2020,west
magenta morsel,$2.50,529,,06-06-2020,north
magenta morsel,$2.50,591,,06-06-2020,south
magenta morsel,$2.50,571,,06-06-2020,east
magenta morsel,$2.50,571,,06-06-2020,west
chartreuse morsel,$3.00,581,,06-06-2020,north
